4! 24
329! 855783218964809420169729258639346731388577622874084597351435815336982084707305076156581013832987490415135932073456109249723043355579288081977631016713138159348228424620874246800732620349303341994128499518500815371305202738219217819902457089552295922707882271188563766895291778093239394707729535543949772645705503546950657052445603801384864949523362882584180490568941611567767061653930182919699005154660573976528110825475731601935320789080173473790112571064736225152727993895945568608690426034768015106215490020955938035470106353278255299668851293260422594776939999629696325722840316176620255001089762184396800000000000000000000000000000000000000000000000000000000000000000000000000000000
330! 282408462258387108656010655350984421358230615548447917125973819061204087953410675131671734564885871836994857584240516052408604307341165067052618235515335592584915380124888501444241764715270102858062404841105269072530716903612341880567810839552257654493601149492226043075446286770769000253550746729503424973082816170493716827307049254457005433342709751252779561887750731817363130345796960363500671701037989412254276572406991428638655860396457246350737148451362954300400237985662037640867840591473444985051111706915459551705135096581824248890720926775939456276390199877799787488537304338284684150359621520850944000000000000000000000000000000000000000000000000000000000000000000000000000000000
334! 3451711455152411758135384489791370527907834853921808983026589424907584991703368373896601865079859228584721567384358539344859729812687618021052419151971359521862664643399447342157436133651837380499687270022661485740778472269183921986483260881457690523598010346209407114507104332808052077349456681317874418926489396378759356591661501119438520971499532805615016969520049131876411226860226663021660566528156450921163713906902429031092330784684282868970194441546817746377557175167465285813933125168777939968211267776723849114408286086465703672199720554570958860530748740741383942065393156567580733955661060562051661253574656000000000000000000000000000000000000000000000000000000000000000000000000000000000
335! 1156323337476057938975353804080109126849124676063806009313907457344040972220628405255361624801752841575881725073760110680528009487250352037052560415910405439823992655538814859622741104773365522467395235457591597723160788210176613865471892395288326325405333465980151383359879951490697445912067988241487930340373947786884384458206602875011904525452343489881030684789216459178597760998175932112256289786932411058589844158812313725415930812869234761105015137918183945036481653681100870747667596931540609889350774705202489453326775838966010730186906385781271218277800828148363620591906707450139545875146455288287306519947509760000000000000000000000000000000000000000000000000000000000000000000000000000000000
339! 15002542565010914943912333188021451067748432936142757658667230128817979620146721262391577567513676173589267681650175820018040555695569345395589299068868202889624709842173190768063008060920996707620099444981453739310091794709775656973110114398242118858616194658734114304067508289380497752448532093062592405319410717263790373496173606801766297468183795916450704341309022212868575702095269170580942651834947695371981951378198643582531985936001482662369726316154015259136545387831297089630551236525159306734262971790087806761140547659355442486374016203940603708341876135553113268023711092104771545689009638026650053978669809785886474240000000000000000000000000000000000000000000000000000000000000000000000000000000000
340! 5100864472103711080930193283927293363034467198288537603946858243798113070849885229213136372954649899020351011761059778806133788936493577434500361683415188982472401346338884861141422740713138880590833811293694271365431210201323723370857438895402320411929506183969598863382952818389369235832500911641281417808599643869688726988699026312600541139182490611593239476045067552375315738712391517997520501623882216426473863468587538818060875218240504105205706947492365188106425431862641010474387420418554164289649410408629854298787786204180850445367165509339805260836237886088058511128061771315622325534263276929061018352747735327201401241600000000000000000000000000000000000000000000000000000000000000000000000000000000000
344! 70190256958818395822318996208654653826436394319590297782144299324753512232400937951231127675111933564334873920839052209315422867057640156500923008859261102033283662826784042905129922058335886957346919933635873625484638159790886691298688427095523033632156418339093006699693549809383502604356264652086144101733530508688420002117623817439342811628111499649055917538495285812042715592877108854016111386277363194467659012961923213413091336821676387078803336364748600693243271731959103071618804797720257181248941937851351840580976780085447906762348813094958516943097726750782653150326186532976564844063120867263416414082770600769693423186024490598400000000000000000000000000000000000000000000000000000000000000000000000000000000000
345! 24215638650792346558700053691985855570120556040258652734839783267039961720178323593174739047913617079695531502689473012213820889134885853992818438056445080201482863675240494802269823110125881000284687377104376400792200165127855908498047507347955446603093964326987087311394274684237308398502911304969719715098068025497504900730580217016573270011698467378924291550780873605154736879542602554635558428265690302091342359471863508627516511203478353542187151045838267239168928747525890559708487655213488727530884968558716385000436989129479527833010340517760688345368715729020015336862534353876914871201776699205878662858555857265544230999178449256448000000000000000000000000000000000000000000000000000000000000000000000000000000000000
349! 353106873790139642898271999332989877784377354134055759655512372085980101021403754905527380842889081274118720312665032949856479319692105838414120611325971690484258701889300318098665913787016022436542389861671779720284714220869219413928116005174336468964528194678585643992359788235833648907733198543538181169298828554512384648266270308619682819856242840952740083900613016528178154111721620762130608133785197154703040527268251781524185644631940820214338818518164695180214723882864895127461807469166097247571761968721673066717015314989058433677063861043915444920103698244801366535082365650032605454489888328021946090652091951404335475629951879994478535114752000000000000000000000000000000000000000000000000000000000000000000000000000000000000
350! 123587405826548875014395199766546457224532073946919515879429330230093035357491314216934583295011178445941552109432761532449767761892237043444942213964090091669490545661255111334533069825455607852789836451585122902099649977304226794874840601811017764137584868137504975397325925882541777117706619490238363409254589994079334626893194608016888986949684994333459029365214555784862353939102567266745712846824819004146064184543888123533464975621179287075018586481357643313075153359002713294611632614208134036650116689052585573350955360246170451786972351365370405722036294385680478287278827977511411909071460914807681131728232182991517416470483157998067487290163200000000000000000000000000000000000000000000000000000000000000000000000000000000000000
354! 1908103655680962918591299880077124344156119145337813990840921036474430476782325283625880737746012561516585917893523032918145638433816051131458402591445459107901385929148317442572935769650299569410551974343096520786044586043234634730546543954740030064402661081861758089476930563643778893343296049653693483142042159390649201359569265022964864813062541968229985523376520621967153604320452456852765032486443770498603005594254915054164158430236110887742072727155003544744361220145221066999128971549385897613717546727475830242827325608648429333034952002184456564685153307419179602079506924082023700905060437677009867290881700945499422197496230968986949138810072839539916800000000000000000000000000000000000000000000000000000000000000000000000000000000000000
355! 677376797766741836099911457427379142175422296594923966748526967948422819257725475687187661899834459338388000852200676685941701644004698151667732919963137983304992004847652692113392198225856347140745950891799264879045828045348295329344023103932710672862944684060924121764310350093541507136870097627061186515424966583680466482647089083152527008637202398721644860798664820798339529533760622182731586532687538527004066985960494844228276242733819365148435818140026258384248233151553478784690784900031993652869729088253919736203700591070192413227407960775482080463229424133808758738224958049118413821296455375338502888263003835652294880111161993990366944277575858036670464000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
359! 11064352561441140772794417601568662317289223904622621392176691022616403474410507993666065774108504124895458559825258433120836936236567571619835401947188041548701080995557939212341482156821940982666459301266757246250772639797528280096713223878619714684787792445634526211406792369392666417716474496596819756812428700694092811830933701024255326152927731377895253879698442084536887778629079695296410229137687188214131541276680673787068159346889477926631302932488189062907430182810944001416919364902319625701993041224445437051774191160099083346045860382903886867783454005991186233875107785036748960508729146793628325128352789004309283598186650249621832386898155481784044278970843136000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
360! 3983166922118810678205990336564718434224120605664143701183608768141905250787782877719783678679061484962365081537093035923501297045164325783140744700987694957532389158400858116442933576455898753759925348456032608650278150327110180834816760596303097286523605280428429436106445252981359910377930818774855112452474332249873412259136132368731917415053983296042291396691439150433279600306468690306707682489567387757087354859605042563344537364880212053587269055695748062646674865811939840510090971364835065252717494840800357338638708817635670004576509737845399272402043442156827044195038802613229625783142492845706197046207004041551342095347194089863859659283335973442255940429503528960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
364! 68778434727558170665560119859758980014152110328427615799650945736715359282797088821002789065754121011989513190030088571673172797598273917406699638111380472283834806453514358733364634223094358532372731301574000369443905605518076728514974085044371222206333934721571055193197789815783144536663812849900107187614208971784984648790424495130430227400674872325480960239528766785453197187500989255302314158813346605615490104466128318353453504602893495464519146982514199769387253600408194477090596739724944349282593794074906025643393948287660157765859927716880912584256304813274126154489693506035483236032497023805268456191795728613542506025326335769192545591124637710284219864138057688827339735040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
365! 25104128675558732292929443748812027705165520269876079766872595193901106138220937419666018009000254169376172314360982328660708071123369979853445367910653872383599704355532740937678091491429440864316046925074510134847025546014098005907965541041195496105311886173373435145517193282760847755882291690213539123479186274701519396808504940722607033001246328398800550487427999876690416973437861078185344667966871511049653888130136836199010529180056125844549488648617682915826347564148990984138067809999604687488146734837340699359838791124995957584538873616661533093253551256845056046388738129702951381151861413688922986510005440943943014699244112555755279140760492764253740250410391056421979003289600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
369! 457895617337775058102795568380406959945635095315032509641056320470204957152174127374209975651501745228064584781642242155032577981060807004100684570703932596013311155494769835923116332628497957031624222198046205108408166682870496659692775139448045778211653229482549239320229657942557936008933231873791492787134145173673803267272264791958184636051450638813759298780978277533123329144781498063030859374497817262638478885563834077278314866472686967475430544445142917152108343076818007188579472177738346997885248185578594903336830438453761878936127109582417681175456860890904296227173109454606481971227756009702816930797633948257832411145684176914289296839564395605803703209758488551500988343216316507750400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
370! 169421378414976771498034360300750575179884985266562028567190838573975834146304427128457690991055645734383896369207629597362053852992498591517253291160455060524925127533064839291553043072544244101700962213277095890111021672662083764086326801595776937938311694908543218548484973438746436323305295793302852331239633714259307208890737973024528315339036736361090940548961962687255631783569154283321417968564192387176237187658618608592976500594894177965909301444702879346280086938422662659774404705763188389217541828664080114234627262227891895206367030545494542034919038529634589604054050498204398329354269723590042264395124560855397992123903145458287039830638826374147370187610640764055365686990037107867648000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
374! 3261861331620740114772523153105160433627580431405095054300185541135408161802511839794145752849229378327141935226749545117514865065661218229372067948461762245384278686735923758431862303620813738218905398884936356436163296075343985749655855932855256835578064657008917837358091014531152563740695166402997249830008561868699937869636306671120303781395386901460147496508319792694685420441602911764732796877581999066225353054361693644116993523359903877946213756431615535582832304131826689577647528914409090836502393291399105123291489689941545557282829605693687876163063511697185196628602582036701582772046847179295377580447127759403924232991452875324802954506186748175472443833095170600975131140663611423681324150423552000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
375! 1223197999357777543039696182414435162610342661776910645362569577925778060675941939922804657318461016872678225710031079419068074399622956836014525480673160842019104507525971409411948363857805151832089524581851133663561236028253994656120945974820721313341774246378344189009284130449182211402760687401123968686253210700762476701113615001670113918023270088047555311190619922260507032665601091911774798829093249649834507395385635116543872571259963954229830158661855825843562114049435008591617823342903409063688397484274664421234308633728079583981061102135132953561148816886444448735725968263763093539517567692235766592667672909776471587371794828246801107939820030565802166437410688975365674177748854283880496556408832000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
379! 24840307460964707050935323204165772968809434316648647772709175642105544848555982691044448627456989606462930192240232817782369163840996915555762242805077943138606178338330989622253102315892813969319052280082892310785588131785542605606336803296120095092615226839023922741619374640042415495728931216184876688417582419087683685859586872355767890700275945417849619917324299898366520288839579438163877493694201430480940971566616155104615330215614630204453401068819326815972200074674350825287222686853923747887120094909989035423081384693067285775096505032847552553953093685431997375753950622218238418925436666432845595953410882682069057477715831635639932567605011329776057243886096107735665652766392144685375365719301644739411968000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
380! 9439316835166588679355422817582993728147585040326486153629486744000107042451273422596890478433656050455913473051288470757300282259578827911189652265929618392670347768565776056456178880039269308341239866431499078098523490078506190130407985252525636135193786198829090641815362363216117888376993862150253141598681319253319800626643011495191798466104859258782855568583233961379277709759040186502273447603796543582757569195314138939753825481933559477692292406151344190069436028376253313609144621004491024197105636065795833460770926183365568594536671912482069970502175600464159002786501236442930599191665933244481326462296135419186241841532016021543174375689904305314901752676716520939552948051229014980442638973334625000976547840000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
384! 202050021298760215213668895094585218571031313844241647038656336753901805116049571674350660157440979591792292856366129916926961706884677301229576788637571823309033713973447373497759772077557498674190878950855558580413822253588970773072621439881846523956766945479875974810824204538651272183933304620434930176256513635227507752422464752474771486396742989664230239433214649824117145479984513359446662469851311138751210976519967687756227751330178388021009033339022681291729619372772508425590802338347614964173532877881213147569421175965148279098826072666361443374874234852854408882112301367626134918709620006585891596435949345051507892173464361536351328134358067227181888523570918732580031107186879656925163054478613903703559155950456668160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
385! 77789258200022682857262524611415309149847055830033034109882689650252194969679085094625004160614777142840032749700960018016880257150600760973387063625465151973977979879777238796637512249859636989563488396079390053459321567631753747632959254354510911723355274009752250302167318747380739790814322278867448117858757749562590484682648929702787022262746051020728642181787640182285101009794037643386965050892754788419216225960187559786147684262118679388088477835523732297315903458517415743852458900263831761206810157984267061814227152746582087453048037976549155699326580418348947419613236026536061943703203702535568264627840497844830538486783779191495261331727855882465027081574803712043311976266948667916187775974266352925870275040925817241600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
389! 1753877378815950416386202474026166532388413660197509064272081518021147271542601443656302969578401027460448877980079473862081063555377317843319153054682366587156105546206386146296772520361054596013112228395449195251587238031350676656258548962517106883940772927347981921725876711405485436768487851783763346500876065039309121854571148109501774777202426679549988052936574804636158769134587929018584552248401878484634895621861981284264315065627825517962690484956227350863577728044727601491165294906271102742343576459399512723226365524393930618648216560264329887591783266024072513411422634860677622116056417804983939592923595203898591960201127084034559206097960336084007453434536919646668911601429675978347125709498926332017996847317721521639567812198400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
390! 684012177738220662390618964870204947631481327477028535066111792028247435901614563025958158135576400709575062412230994806211614786597153958894469691326122968990881163020490597055741282940811292445113769074225186148119022832226763895940834095381671684736901441665712949473091917448139320339710262195667705135341665365330557523282747762705692163108946405024495340645264173808101919962489292317247975376876732609007609292526172700863082875594851952005449289132928666836795313937443764581554465013445730069513994819165809962058282554513632941272804458503088656160795473749388280230454827595664272625262002943943736441240202129520450864478439562773478090378204531072762906839469398662200875524557573631555379026704581269487018770453911393439431446757376000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
394! 16233622041983352167656099525358431577340850093732203891546217233420933794827110493903722000039616785439338127480722200462660175017346173746998487212937743425878301417520159084451650020118937567935686728636479569799102793647792898590264080460729795627734972345355825084183881297911601964436427977357882785613895952888664266626224006094457664187547939735115975243887526032416115976054766591775327132098770422080860460521976605738367741511482701484660510516513098412293941492427545965018101319516908905655859198413893351038340821633565224626477006254346975404684885561011319709562730012933643091647746018940736962821626241038152328809458351619730426937258250747368519666281747152841555201267241007805388578941504401748513006186801213718442473920846694159745024000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
395! 6412280706583424106224159312516580473049635787024220537160755807201268848956708645091970190015648630248538560354885269182750769131851738630064402449110408653221929059920462838358401757946980339334596257811409430070645603490878194943154311781988269272955314076415550908252633112675082775952389051056363700317488901391022385317358482407310777354081436195370810221335572782804365810541632803751254217179014316721939881906180759266655257897035667086440901654022673872856106889508880656182150021209179017734064383373487873660144624545258263727458417470467055284850529796599471285277278355108789021200859677481591100314542365210070169879736048889793518640217009045210565268181290125372414304500560198083128488681894238690662637443786479418784777198734444193099284480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
399! 160086307116559738155869925798757514626756457565007398646711114857005992922967078590696196618658161690735876437589642027120745407208793588072404971617007494843354135377095406066154855880767615610812537786121677226656934787295293329889991101773874178363226192550806087278026993983201987753863431668129069694725023374409414275815875828834913374670967078348380060934470394466978765779646756545675424549350157457563271478245865405680761395848801899028763255590217026083243137987131686080581096674871056010581499513879026589855942403498079792835159647491344925369568016515800543448680025803391561534522694855761493401748918989590240396787824784555716446448873404044136201133055019564546002121091038978073635688462008895936295056689750153498900363988015318027982295262581227520000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
400! 64034522846623895262347970319503005850702583026002959458684445942802397169186831436278478647463264676294350575035856810848298162883517435228961988646802997937341654150838162426461942352307046244325015114448670890662773914918117331955996440709549671345290477020322434911210797593280795101545372667251627877890009349763765710326350331533965349868386831339352024373788157786791506311858702618270169819740062983025308591298346162272304558339520759611505302236086810433297255194852674432232438669948422404232599805551610635942376961399231917134063858996537970147827206606320217379472010321356624613809077942304597360699567595836096158715129913822286578579549361617654480453222007825818400848436415591229454275384803558374518022675900061399560145595206127211192918105032491008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
404! 1680625755050637586294358623073305768083388867535785785452108695133760153818810818941103119230118296192562885570236998032796874690098058777598367793963393426247524815510520792163313981675643475506350613051876688448164813692759812567965755271159285622282574761781086352642110771399221443771760346220161613678546656259707108996585843836146879622627899185178008230089630534743086680771641154096732797262850267502310211262559106194617549856982202239023414021149611967310438557286263373808552523378350242099737343810163858472140622888255956262553695110174249495988127973798822982210703400637732101809238802955526257197234121941417384365163295777975599004233870202168729464096400123910784125495381378131957563908631810576980703107291488713691125222025897330741576128344432881170164744192000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
405! 680653430795508222449215242344688836073772491351993243108104021529172862296618381671146763288197909957987968655945984203282734249489713804927338956555174337630247550281760920826142162578635607580071998286010058821506749545567724090026130884819510677024442778521339972820054862416684684727562940219165453539811395785181379143617266753639486247164299169997093333186300366570950105712514667409176782891454358338435635561336438008820107692077791906804482678565592846760727615700936666392463771968231848050393624243116362681216952269743662286334246519620571045875191829388523307795334877258281501232741715196988134164879819386274040667891134790080117596714717431878335432959042050183867570825629458143442813382995883283677184758453052929044905714920488418950338331979495316873916721397760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
409! 18768516728943325283569362574802352435334622144475627052133635555597571194129887961953421522615036284148629037546522329957867198433322606239550271596454086153991426809700940940744483366159468326464953421595718541453938579960776897463441588051063036175248298851984806207465203798387795782750336296118056421681011282733156350053170384252825803051539059456124740884755914301294995172497484367598521242763105718715171823662898826610476481401358635107365300721019704193073229668958019762271537259643183150355155401612313506010054106293565540940409714310874202700041309780014874776103073465680610097225200295498648784069396723106734652719702782099506188644662376758451023595711544110846171959529855519209890857125275734773319498437428388821277839290498308910682535159792034442257605120893563164426240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
410! 7695091858866763366263438655668964498487195079235007091374790577795004189593254064400902824272164876500937905394074155282725551357662268558215611354546175323136484991977385785705238180125382013850630902854244601996114817783918527960011051100935844831851802529313770545060733557338996270927637881408403132889214625920594103521799857543658579251131014377011143762749924863530948020723968590715393709532873344673220447701788518910295357374557040394019773295618078719160024164272788102531330276453705091645613714661048537464122183580361871785567982867458423107016937009806098658202260120929050139862332121154446001468452656473761207615078140660797537344311574470964919674241733085446930503407240762876055251421363051257060994359345639416723914109104306653379839415514734121325618099566360897414758400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
414! 222793870929098557129538571478837092226553324626941973356257262349694258747217257738715662367594158334357697952035249982891674582991634179363788973436616231895489672058139104702504165240358187164590662088624897858585231839514840405326527670515556883545891923498166768694003475004631738845333034054625536341078428830383358017388357743224061376337928849124779935335487505900547400227110095289027002800610899904069582085623608039221486694394003189774274716227075201660947580721361274585620221307759748930699081890690821007667554382618481499859621914051883894511685995138707756203046741254319655183892703256815207361126408505194485241356324627747124094468686881926771120313648879486414989563057233490873652212178658160956253251021154983260223815401976816365173517442835560920476753877964201136834475019835801600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
415! 92459456435575901208758507163717393274019629720180918942846763875123117380095161961566999882551575708758444650094628742900044951941528184435972423976195736236628213904127728451539228574748647673305124766779332611312871213398658768210508983263956106671545148251739209008011442126922171620813209132669597581547547964609093577216168463437985471180240472386783673164227314948727171094250689544946206162253523460188876565533797336276916978173511323756324007234236208689293245999364928953032391842720295806240118984636690718182035068786669822441743094331531816222349687982563718824264397620542656901315471851578311054867459529655711375162874720515056499204505055999610014930164284986862220668668751898712565668054143136796845099173779318052992883391820378791547009738776757781997852859355143471786307133231857664000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
419! 2809124750698043474163304234390435160533114675308732594760026117978295788931355590011349522620262604881877023086981154117557351269962390522197364193282903487376479198888125441274459534035212815839231724917683337384110071775979681704832487415170830533002685724320966861358843517558439602095666688246012644922884444796570386132403367476612898758524502336411099015954209703678067524385841516427236157166331302732509234866820637618355780223169542942667342981436026243056401013822061027464234480385604785239397248288718213380024503110416471490373743356723413151337371617099943354246816233894318131307848437931164988653338404864889261492685945712407319859356943241966320726732370393073192766937603116053927615723723209430812056751130153111837839763823946243996728771333912823647864157840592667332763952854283713768048295936000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
420! 1179832395293178259148587778443982767423908163629667689799210969550884231351169347804766799500510294050388349696532084729374087533384204019322892961178819464698121263533012685335273004294789382652477324465427001701326230145911466316029644714371748823861128004214806081770714277374544632880180009063325310867611466814559562175609414340177417478580290981292661586700768075544788360242053436899439186009859147147653878644064667799709427693731208035920284052203131022083688425805265631534978481761954009800546844281261649619610291306374918025956972209823833523561696079181976208783662818235613615149296343931089295234402130043253489826928097199211074340929916161625854705227595565090740962113793308742649598603963747960941063835474664306971892700806057422478626083960243385932102946293048920279760860198799159782580284293120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
424! 37594220766071644797785949392477419123247855980855254233243225861334372697942978941806326813436645715494113195531858119156511486761796046120066234080004975750113867528215050185759430191450871309541875487132178059326366584619207593097164851801017880679641789638447800608910247671759340948145277804218435139391259605803139602297724017079541080911352161624020697592812686566860214191420319831043304188976202674019612888543922204490866221056046758098394181111429211250135565458962409486854033223949247798961863900530795310387278599417173102454221903610821308264715213091897967186217368479266138117248435691975379145820465761398431834755464587485337977968058565303429879111307300977358441754905367063272632212476242370253734642053384477141995076402054166741214106430709159872904877166655301763539683927718904030053910403807852762234880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
425! 15977543825580449039059028491802903127380338791863483049128370991067108396625766050267688895710574429084998108101039700641517381873763319601028149484002114693798393699491396328947757831366620306555297082031175675213705798463163227066295062015432599288847760596340315258786855260497719902961743066792834934241285332466334330976532707258804959387324668690208796476945391790915591031353635928193404280314886136458335477631166936908618143948819872191817526972357414781307615320059024031912964120178430314558792157725588006914593404752298568543044309034599056012503965564056636054142381603688108699830585169089536136973697948594333529771072449681268640636424890253957698622305602915377337745834781001890868690302403007357837222872688402785347907470873020865015995233051392945984572795828503249504365669280534212772911921618337423949824000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
429! 533640217856114445644588502556253648486865288698705428120951215974417773296789245880668531032931335978090981259768738961634242044377169044019703236019160977098953885194017396422887965330114172553358811165948358503724109513261528417561662080918700890732331389716149016363340671929799467401726689438691776777377081342113610169866320680929442746722736691500864823529136264574277684918656499036230767262547907604722432643239672144064338236629610405856345324788905163009235708796008934342650111471757402548054104754229438607677313982700115001266034309760160782223842166720592743197721784009821739316549256786571406416026824814670848117164664179665805815736250490573329585883832297891159170503912832146778604871580024547174947139829933662049442714151951443649759081787208248639421111494896300246347693679016357643478287812330168892935610382155776000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
430! 229465293678129211627173056099189068849352074140443334092009022868999642517619375728687468344160474470579121941700557753502724079082182688928472391488239220152550170633427480461841825091949094197944288801357794156601367090702457219551514694795041383014902497577944077036236488929813770982742476458637464014272144977108852373042517892799660381090776777345371874117528593766939404515022294585579229922895600270030646036593059021947665441750732474518228489659229220093971354782283841767339547932855683095663265044318658601301245012561049450544394753196869136356252131689854879575020367124223347906116180418225704758891534670308464690380805597256296500766587710946531721930047888093198443316682517823114800094779410555285227270126871474681260367085339120769396405168499546914951077942805409105929508281977033786695663759301972623962312464326983680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
434! 8028892649624507601936521509067824511686968053222904069946378440541748977700138353696203385301691285462815926748932336257712955947969182091571461054745662230708466615201971163027947784592188345929626403698853968993964025478364058339733723943340173184101884219243457415247678123543086550521480123836096462669547394885664998503406868866940320706575402823809278057871002290016357531261447881390164282724841495176551408215269014819979858680458472322643774958048829672032578860318932103013588330599802172529112189982454301455955613789120637007898176770864310094708897240717841828852901221780301710846809590971467157175099665642185789889404747813147120457368192691464675844003872800253947050152187714796056813051446306795828848716540343208022526738489519205964750583046305921291594659067305557334115081428648206770503166770246730393378224194474390485016248320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
435! 3492568302586660806842386856444503662583831103151963270426674621635660805299560183857848472606235709176324928135785566272105135837366594209833585558814363070358182977612857455917157286297601930479387485609001476512374351083088365377784169915352975335084319635370903975632739983741242649476843853868701961261253116775264274348981987957119039507360300228357035955173885996157115526098729828404721462985306050401799862573642021446691238525999435460350042106751240907334171804238735464810910923810913945050163802642367621133340691998267477098435706895325974891198370299712261195551012031474431244218362172072588213371168354554350818601891065298718997398955163820787133992141684668110466966816201655936284713677379143456185549191695049295489799131242940854594666503625143075761843676694277917440340060421461969945168877545057327721119527524596359860982068019200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
439! 127953292353780418662295882096174208729627838634368275703626696167481934088949078478422414966082866398234140870473493172222347061821170297377391062536948648247440240125365857997650107720992645698342045851453491013937341603408773310840584017280282347869728321579198052566281827734291973919449640935452430089168997338555943074357078723442098245363530979944906801747788998369749832525367550179846512404738651425605334348108461520593686446263050766220502589566034021786770175890463101709873617585422105287162659434170578492937629698321512117234595605280550570528930600694361524608390506050805586040233494883658352768693356191148563251400156876455027117283705050962639953456110965460027317912091752229061918540881372078145837743756194853014034232349281023688213103609103281042586792765352550544989370989321229076818081185146202642249018014637512801315909196874410413260800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
440! 56299448635663384211410188122316651841036248999122041309595746313692050999137594530505862585076461215223021983008336995777832707201314930846052067516257405228873705655160977518966047397236764107270500174639536046132430305499860256769856967603324233062680461494847143129164004203088468524557842011599069239234358828964614952717114638314523227959953631175758992769027159282689926311161722079132465458085006627266347113167723069061222036355742337137021139409054969586178877391803764752344391737585726326351570151035054536892557067261465331583222066323442251032729464305519070827691822662354457857702737748809675218225076724105367830616069025640211931604830222423561579520688824802412019881320370980787244157987803714384168607252725735326175062233683650422813765588005443658738188816755122239795323235301340793799955721464329162589567926440505632579000046624740581834752000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
444! 2158498229664169381240934846787839775226889334239111392728223447607233042631042944965895776887213024296077212339054998658849891204018104492866994495947417001388293593082167439088059093314188984227262192529101611106575697783060158632729740817887041781761259289671249614896941432316658342541324035061607860084788807031878705407113941818104969441195539788957754275867623964436951956204121568969544244311044174910767746301703339759158843920089875069951677493733632439653643785361337892894743890829823639592393438091920958477378116036284911318112605525567443472572546529014457500199689448626563391668771157373653632348743920358758553646481006718083074707897771944485862025233720134513438067875719209765937568083994743104103131111509435670725368411492614709991617411657892705799801994292203582716735228876600572542523373829941288748504573195572187104386700211469811880824268073730048000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
445! 960531712200555374652216006820588699975965753736404569764059434185218703970814110509823620714809795811754359490879474403188201585788056499325812550696600565617790648921564510394186296524814097981131675675450216942426185513461770591564734663959733592883760383903706078629138937380912962430889195602415497737731019129186023906165704109056711401332015206086200652761092664174443620510834098191447188718414657835291647104257986192825685544439994406128496484711466435645871484485795362338161031419271519618615079950904826522433261636146785536560109458877512345294783205411433587588861804638820709292603165031275866395191044559647556372684047989546968245014508515296208601229005459858479940204695048345842217797377660681325893344621698873472788943114213545946269748187762254080911887460030594308947176850087254781422901354323873493084535072029623261452081594104066286966799292809871360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
449! 38519305180280725763215847691212875548395805893534467012649055767896288926298594457881668628676415791435136187818720217463596852902892556018549547069670372378159819334271735471638382734807840186751249583042983720300081355781130751601099935399420025859541702588941624119769786447979635875887987628187121141743814227340405786877075540700136227919818634007425579126136583156012933348747449102149815962647863834705576714179015069575989844000509497340761230129254648880664249707996772824842574358558533486456993617018144080838058452833163022395716238804463454122374136551392458402546135467775972918729773166312427787861887749833467752180081269884348992863634984303810255947153663266095784399888312698855788258154809005327539117440908208905353330891394428678158921052069748074205537868136717094006764031023426591318276097353833638375226039787340475684974328746914841262748828969418676947795312640000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
